,feature,weight,weight_abs
234,birth: lebanon_pc,0.011588951454160548,0.1564669626006207
187,population: 35-39_pc,0.010537780925069079,0.14227469848485533
103,birth: lebanon,0.010031597676962241,0.1354405206333156
243,birth: turkey_pc,0.009798047078811661,0.13228726273498692
248,birth: italy_pc,0.009058669236060595,0.12230463352758564
112,birth: turkey,0.0089592838776198,0.12096279296300011
247,birth: born elsewhere_pc,0.008826947250676332,0.11917606444484566
210,birth: nepal_pc,0.008746672695165892,0.11809224629921662
84,birth: taiwan,-0.008641818238953923,0.11667656530827272
39,economic: median age of earners,-0.008611360525204411,0.11626534381191946
17,d20_disorderly_and_offensive_conduct,-0.008389078646842634,0.11326422930332934
188,population: 40-44_pc,0.008325418967326508,0.112404735091673
237,birth: netherlands_pc,-0.008179221561457395,0.11043086678038432
193,population: 65-69_pc,-0.007935770552506358,0.1071439395667105
224,birth: pakistan_pc,0.007905646382674495,0.10673722137713997
211,birth: north macedonia_pc,0.007895790952438541,0.10660415936197479
106,birth: netherlands,-0.007694850456269516,0.10389118319468386
225,birth: iraq_pc,0.00766732693473434,0.10351957737411278
194,population: 70-74_pc,-0.007640615972727568,0.10315894223728686
71,birth: malaysia,-0.00763306079229812,0.10305693679370802
79,birth: nepal,0.007602576447391951,0.10264535573970114
88,birth: china excludes sars and taiwan,-0.007599659144211017,0.10260596808935922
18,d30_public_nuisance_offences,-0.0075918416197319075,0.10250042063624058
114,birth: korea republic of south,-0.007464459562735358,0.10078058570320927
180,population: 0-4_pc,0.007447565393481624,0.10055249092179196
217,birth: malta_pc,0.00739055613875425,0.09978278669422659
94,birth: iraq,0.007306359551235151,0.09864601566169964
223,birth: greece_pc,0.007289936085736258,0.09842427603562973
195,population: 75-79_pc,-0.007256131397406703,0.09796786572745753
192,population: 60-64_pc,-0.00716605903398612,0.09675176354820315
37,distance_to_cbd,-0.007151972268835304,0.09656157262672638
186,population: 30-34_pc,0.00712960575520445,0.09625959358525504
227,birth: samoa_pc,0.007087323525588866,0.09568872467911624
215,birth: taiwan_pc,-0.007055843701439651,0.0952637032708109
36,crow_distance_to_cbd,-0.007028603274167084,0.0948959196165139
38,duration_to_cbd,-0.006991710382884507,0.09439781427338838
68,birth: wales,-0.006980344013281598,0.09424435247534757
139,relationships: lone persons,-0.0068919229337567065,0.09305054492529861
205,birth: egypt_pc,0.006867216520438717,0.09271697398370721
43,economic: gini coefficient,-0.006804544382224889,0.0918708129531091
73,birth: indonesia,-0.006794298722377387,0.0917324822954548
197,population: 85 and over_pc,-0.006783198457358417,0.0915826132793967
213,birth: chile_pc,0.0067827161085475835,0.0915761008995974
81,birth: england,-0.006738816363600117,0.09098339328683007
78,birth: hong kong sar of china,-0.006722112491143371,0.0907578677768378
19,e10_justice_procedures,-0.006713496739336896,0.0906415431446213
161,e10_justice_procedures_pc,-0.006711390504522864,0.09061310604527036
93,birth: pakistan,0.0066435029152622635,0.08969652917186641
7,other_crimes_against_the_person,-0.006621246102771701,0.08939603124836189
219,birth: china excludes sars and taiwan_pc,-0.006553325508410492,0.08847900876019607
117,birth: italy,0.006514853679783174,0.08795958556692289
202,birth: malaysia_pc,-0.006497820932099594,0.08772961978396711
159,d20_disorderly_and_offensive_conduct_pc,-0.006492522603517775,0.08765808497917166
162,e20_breaches_of_orders_pc,-0.006385872920316973,0.08621816592706819
80,birth: north macedonia,0.00633464493061682,0.08552651681798153
86,birth: malta,0.006260825368923182,0.08452985006651575
90,birth: singapore,-0.006171606424422417,0.08332527022961805
183,population: 15-19_pc,-0.006147254069545814,0.08299647956941156
65,population: 85 and over,-0.006042351987875438,0.08158015556854147
145,a20_assault_and_related_offences_pc,-0.005991880718451567,0.08089872323563481
242,birth: bangladesh_pc,0.005987967275854228,0.08084588631773593
240,birth: bosnia and herzegovina_pc,0.0059614006550410045,0.08048719998777333
